id,district,treatment,pre_tax,post_tax
1526,River Park,1,475.4287015,343.9707615
1527,River Park,1,605.2713439,487.8996233
1528,River Park,1,460.310717,327.9707962
1529,River Park,1,158.7163181,18.76712643
1530,River Park,1,582.858145,453.3028544
1531,River Park,1,355.2779708,216.9147574
1532,River Park,1,425.95967,304.3768949
1533,River Park,1,512.5695806,378.298485
1534,River Park,1,713.3826394,601.9270992
1535,River Park,1,556.3192267,398.6199261
1536,River Park,1,638.2680415,490.5414206
1537,River Park,1,526.3596447,398.8247036
1538,River Park,1,527.2397599,398.4391177
1539,River Park,1,612.6681312,477.5720554
1540,River Park,1,491.2525438,335.0799286
1541,River Park,1,324.603162,181.0415686
1542,River Park,1,564.1452866,439.7392379
1543,River Park,1,90.32795112,0
1544,River Park,1,364.0686228,223.6651638
1545,River Park,1,503.0687985,363.8656827
1546,River Park,1,487.8860764,337.2177698
1547,River Park,1,448.9457719,312.8798535
1548,River Park,1,660.2886524,529.3220052
1549,River Park,1,421.5579313,292.5419848
1550,River Park,1,119.9534799,4.962379675
1551,River Park,1,629.0677846,508.2113697
1552,River Park,1,518.765761,392.268381
1553,River Park,1,495.7266262,348.3637547
1554,River Park,1,453.3163535,318.7543529
1555,River Park,1,178.9500744,51.68973854
1556,River Park,1,369.0943317,225.4941848
1557,River Park,1,588.1121168,442.905567
1558,River Park,1,514.8224149,364.3859452
1559,River Park,1,299.163444,163.9324593
1560,River Park,1,601.7257897,456.6977095
1561,River Park,1,549.9569433,406.0860793
1562,River Park,1,491.8050431,351.6644914
1563,River Park,1,509.5420224,374.1058196
1564,River Park,1,723.3710612,591.51531
1565,River Park,1,571.2258048,427.6924517
1566,River Park,1,694.9812692,558.2602613
1567,River Park,1,625.2384181,500.2442196
1568,River Park,1,733.9231767,604.8606404
1569,River Park,1,500.647432,390.9458872
1570,River Park,1,649.6622686,506.3823637
1571,River Park,1,460.2831929,326.3509225
1572,River Park,1,350.4496016,214.8130104
1573,River Park,1,582.2407091,466.7100085
1574,River Park,1,856.4006061,716.0634421
1575,River Park,1,463.1182827,320.8573803
1576,River Park,1,732.3284193,606.3818925
1577,River Park,1,476.46366,353.4538512
1578,River Park,1,650.5239677,525.2406013
1579,River Park,1,283.621229,138.9246204
1580,River Park,1,553.3469417,414.9244745
1581,River Park,1,397.450836,286.8039026
1582,River Park,1,309.1832024,155.5639106
1583,River Park,1,610.2536615,493.5007366
1584,River Park,1,753.4470141,626.5804769
1585,River Park,1,463.7239551,322.5322292
1586,River Park,1,379.4185831,241.5456055
1587,River Park,1,351.1228082,206.1869484
1588,River Park,1,443.2788528,304.603883
1589,River Park,1,611.8470523,480.7940138
1590,River Park,1,618.8342319,490.3603276
1591,River Park,1,498.4431341,343.7223753
1592,River Park,1,625.9380968,487.3615053
1593,River Park,1,441.6683501,303.4206301
1594,River Park,1,486.0935033,343.9135821
1595,River Park,1,614.3074849,487.3992703
1596,River Park,1,469.7634008,345.8391449
1597,River Park,1,287.7566139,158.8303982
1598,River Park,1,305.3524783,161.4357586
1599,River Park,1,916.6379955,782.2174276
1600,River Park,1,257.0427417,127.7645735
1601,River Park,1,916.3974979,785.5732358
1602,River Park,1,802.1471504,654.5650283
1603,River Park,1,557.6266313,419.8853694
1604,River Park,1,484.1980503,342.1735454
1605,River Park,1,591.9993767,457.4370028
1606,River Park,1,779.7434363,644.4493869
1607,River Park,1,540.444173,396.3011735
1608,River Park,1,426.6368732,314.8626109
1609,River Park,1,649.7839417,528.9154728
1610,River Park,1,792.3490179,670.1415023
1611,River Park,1,364.3167659,214.4964359
1612,River Park,1,619.8135146,494.8112748
1613,River Park,1,531.4020945,391.8484692
1614,River Park,1,617.2461963,483.0634695
1615,River Park,1,511.0046748,350.3193042
1616,River Park,1,508.9230352,370.8813499
1617,River Park,1,577.7376571,447.8896954
1618,River Park,1,330.4207151,174.7079481
1619,River Park,1,301.3370084,166.0417328
1620,River Park,1,620.1123736,480.2434804
1621,River Park,1,594.9053255,478.4021058
1622,River Park,1,492.2574438,355.9319744
1623,River Park,1,260.5922032,121.7399211
1624,River Park,1,426.5753014,294.6359563
1625,River Park,1,740.8307726,596.1706192
1626,River Park,1,439.0515619,307.9504049
1627,River Park,1,444.1926019,312.1790655
1628,River Park,1,569.734587,414.8373202
1629,River Park,1,491.3747043,353.6340702
1630,River Park,1,576.1389664,435.4691635
1631,River Park,1,475.5403327,335.934311
1632,River Park,1,464.2470758,322.666007
1633,River Park,1,393.884041,272.1247113
1634,River Park,1,607.8331145,466.7065656
1635,River Park,1,635.1598075,506.3124588
1636,River Park,1,862.321863,738.6131074
1637,River Park,1,364.5038664,222.894571
1638,River Park,1,405.881384,269.0124413
1639,River Park,1,528.6223652,372.7350145
1640,River Park,1,757.6497995,625.7754766
1641,River Park,1,695.9972262,551.0290885
1642,River Park,1,441.8441573,315.5651098
1643,River Park,1,410.2653404,278.3085579
1644,River Park,1,766.4603407,637.0383484
1645,River Park,1,663.4270275,537.1125737
1646,River Park,1,544.1791388,408.1577875
1647,River Park,1,767.1032444,634.0004994
1648,River Park,1,510.8019756,381.5496327
1649,River Park,1,389.3149453,251.5000523
1650,River Park,1,504.4084745,363.8384066
1651,River Park,1,443.988163,317.3890953
1652,River Park,1,278.0643353,143.3423882
1653,River Park,1,486.2753065,358.7459435
1654,River Park,1,449.2089361,317.9900414
1655,River Park,1,585.6930227,446.1704898
1656,River Park,1,432.3157353,296.1692628
1657,River Park,1,654.3330177,522.8257055
1658,River Park,1,592.443656,456.5087088
1659,River Park,1,470.1013688,329.7634204
1660,River Park,1,505.4739103,354.2443018
1661,River Park,1,869.2272938,742.8753045
1662,River Park,1,744.204667,600.5236489
1663,River Park,1,665.2142998,525.9338032
1664,River Park,1,520.7166845,382.3464318
1665,River Park,1,386.0331627,255.2365573
1666,River Park,1,597.6685173,461.7344541
1667,River Park,1,521.9071674,383.1958669
1668,River Park,1,1049.698924,907.0463597
1669,River Park,1,142.215667,14.55137828
1670,River Park,1,481.5751244,347.5470653
1671,River Park,1,734.5572806,624.4256537
1672,River Park,1,197.22254,42.11575003
1673,River Park,1,473.0527001,354.1634922
1674,River Park,1,562.1101904,418.7202007
1675,River Park,1,399.0543613,261.4030724
1676,River Park,1,372.2342295,244.4640715
1677,River Park,1,493.6639673,365.0424706
1678,River Park,1,712.7792635,580.5974303
1679,River Park,1,309.7503215,170.8484141
1680,River Park,1,724.2253587,582.95273
1681,River Park,1,569.1073418,461.9921685
1682,River Park,1,326.4968122,161.4149323
1683,River Park,1,486.8859468,355.6634907
1684,River Park,1,517.1808026,386.3870667
1685,River Park,1,554.9449468,419.2452177
1686,River Park,1,689.9312141,556.5447948
1687,River Park,1,426.3675942,295.3751461
1688,River Park,1,575.0557391,443.2835402
1689,River Park,1,705.3869724,574.9192256
1690,River Park,1,687.6033778,571.4161479
1691,River Park,1,635.9140481,488.2852666
1692,River Park,1,560.5875598,424.7270017
1693,River Park,1,639.1425617,500.8387095
1694,River Park,1,692.3929374,558.8729559
1695,River Park,1,677.3308626,541.8305116
1696,River Park,1,502.772759,356.6024044
1697,River Park,1,566.6884871,427.9905675
1698,River Park,1,765.882845,633.4283639
1699,River Park,1,652.7050519,517.0173945
1700,River Park,1,365.4128508,236.4598358
1701,River Park,1,1129.230251,1001.460438
1702,River Park,1,499.1216509,359.1491279
1703,River Park,1,275.9345298,132.10918
1704,River Park,1,705.8714239,566.5755685
1705,River Park,1,444.6701633,307.1797217
1706,River Park,1,657.0568995,508.9045352
1707,River Park,1,802.8669491,653.8176062
1708,River Park,1,673.9808957,527.8150327
1709,River Park,1,458.960971,334.4795449
1710,River Park,1,491.7615313,363.4842075
1711,River Park,1,283.930135,157.9662347
1712,River Park,1,388.7437781,249.5636844
1713,River Park,1,585.4296384,440.2514966
1714,River Park,1,467.1083812,334.0085838
1715,River Park,1,610.7382348,487.8347824
1716,River Park,1,636.8614325,499.450366
1717,River Park,1,486.5194892,354.9283898
1718,River Park,1,452.2031512,319.8556186
1719,River Park,1,287.3105016,161.1250091
1720,River Park,1,529.1942263,391.2647698
1721,River Park,1,356.3275074,224.1891859
1722,River Park,1,608.8968307,468.5348363
1723,River Park,1,547.92681,418.2555781
1724,River Park,1,559.4021237,416.898689
1725,River Park,1,356.2830763,222.396658
1726,River Park,1,398.7294065,276.0479501
1727,River Park,1,438.2743535,301.9480258
1728,River Park,1,534.0838618,420.729257
1729,River Park,1,935.4754565,797.3633977
1730,River Park,1,373.8996849,244.1761204
1731,River Park,1,188.4728325,40.52579536
1732,River Park,1,493.9399926,357.6891089
1733,River Park,1,386.1133506,237.4588602
1734,River Park,1,186.1340137,43.63397528
1735,River Park,1,300.8538036,153.5686866
1736,River Park,1,455.9630977,303.8313302
1737,River Park,1,346.6703432,208.3240059
1738,River Park,1,619.3489791,465.9774263
1739,River Park,1,648.1460459,510.2072347
1740,River Park,1,463.2792299,338.5405432
1741,River Park,1,409.7621102,276.5289702
1742,River Park,1,601.1256708,456.3956559
1743,River Park,1,383.7687969,239.0339438
1744,River Park,1,387.5123695,260.0746081
1745,River Park,1,534.3660222,380.2391074
1746,River Park,1,365.5780938,229.8952465
1747,River Park,1,387.7973389,237.5637988
1748,River Park,1,396.3537626,262.3829302
1749,River Park,1,570.8425561,419.4250722
1750,River Park,1,385.0541143,253.5285406
1751,River Park,1,385.4360104,239.2375719
1752,River Park,1,367.7167334,236.7664198
1753,River Park,1,433.657448,310.9828895
1754,River Park,1,694.2423448,543.6269043
1755,River Park,1,378.6682226,235.1678761
1756,River Park,1,544.7151892,398.0165114
1757,River Park,1,413.5824501,280.3783983
1758,River Park,1,348.7226229,223.4453388
1759,River Park,1,595.6696347,462.2728006
1760,River Park,1,426.6159018,324.6126199
1761,River Park,1,755.1215196,619.1102419
1762,River Park,1,408.9517332,275.4734043
1763,River Park,1,610.5495055,474.0456857
1764,River Park,1,678.6038323,549.7692834
1765,River Park,1,903.1081095,766.6639036
1766,River Park,1,387.3542286,249.8570408
1767,River Park,1,523.4608784,383.5473198
1768,River Park,1,652.3736669,509.5336637
1769,River Park,1,436.7499946,315.1620671
1770,River Park,1,601.2280196,472.4027492
1771,River Park,1,367.4023246,246.0672057
1772,River Park,1,341.9991421,201.9701392
1773,River Park,1,176.424266,44.36108024
1774,River Park,1,589.1959359,457.936853
1775,River Park,1,460.7139327,309.3507591
1776,River Park,1,769.6816143,644.507324
1777,River Park,1,264.5433137,130.0877581
1778,River Park,1,438.7280571,308.6747662
1779,River Park,1,633.099844,504.5053648
1780,River Park,1,472.8486887,339.6650499
1781,River Park,1,585.2089877,435.7378777
1782,River Park,1,714.9175731,586.6511071
1783,River Park,1,758.5223387,630.4637671
1784,River Park,1,519.7080667,382.8457407
1785,River Park,1,386.2856832,258.7931835
1786,River Park,1,349.3077486,214.7579322
1787,River Park,1,430.0200846,278.3374978
1788,River Park,1,448.0235443,319.3413213
1789,River Park,1,250.3503667,118.6170389
1790,River Park,1,601.6689497,477.5916521
1791,River Park,1,725.5843684,578.487343
1792,River Park,1,445.5052062,303.150969
1793,River Park,1,355.9499801,207.6975149
1794,River Park,1,320.9154382,178.5470661
1795,River Park,1,547.5227418,418.9622082
1796,River Park,1,516.7283933,390.243887
1797,River Park,1,226.2717873,88.38927942
1798,River Park,1,493.4367234,352.0388131
1799,River Park,1,712.0492566,565.9996713
1800,River Park,1,385.4332483,268.771968
1801,River Park,1,1098.799994,973.584784
1802,River Park,1,444.052101,297.9988433
1803,River Park,1,406.6520103,273.1313607
1804,River Park,1,410.8429422,273.5241709
1805,River Park,1,166.5465214,31.75812998
1806,River Park,1,489.6000643,358.2559351
1807,River Park,1,574.3034385,461.1734155
1808,River Park,1,685.4543691,561.1899753
1809,River Park,1,823.1528729,692.1197837
1810,River Park,1,551.7934955,407.4742267
1811,River Park,1,354.1994256,234.9815438
1812,River Park,1,587.3513354,458.6771845
1813,River Park,1,596.9767535,465.0607337
1814,River Park,1,794.9757246,656.4591001
1815,River Park,1,633.6880251,483.841578
1816,River Park,1,724.7365713,598.8253039
1817,River Park,1,577.8754853,441.4168043
1818,River Park,1,320.3747587,196.6889809
1819,River Park,1,302.7940192,178.6203268
1820,River Park,1,795.0478812,659.3754185
1821,River Park,1,617.613097,478.1736361
1822,River Park,1,411.8419212,291.129334
1823,River Park,1,406.1428487,277.241639
1824,River Park,1,373.892213,241.0961333
1825,River Park,1,454.2709938,332.2568522
1826,River Park,1,474.4973958,359.2527301
1827,River Park,1,370.7346569,221.5407411
1828,River Park,1,694.1298528,562.8123774
1829,River Park,1,514.784965,390.4708252
1830,River Park,1,625.6747549,484.1835969
1831,River Park,1,374.990595,234.7800653
1832,River Park,1,538.242307,389.97685
1833,River Park,1,667.0284964,531.3423046
1834,River Park,1,613.3585993,471.9319474
1835,River Park,1,653.1921864,506.3605637
1836,River Park,1,238.0054891,120.3141927
1837,River Park,1,608.5806572,461.4933665
1838,River Park,1,483.2288207,348.7618853
1839,River Park,1,414.4701935,280.3835942
1840,River Park,1,427.8955488,298.4597962
1841,River Park,1,763.364869,617.2562599
1842,River Park,1,576.5801901,444.7993164
1843,River Park,1,410.3090069,298.5912401
1844,River Park,1,652.8538568,532.7386367
1845,River Park,1,430.1754876,287.938122
1846,River Park,1,532.8275545,394.9994897
1847,River Park,1,729.029347,597.0287898
1848,River Park,1,462.1057871,334.3095937
1849,River Park,1,312.1265592,181.253007
1850,River Park,1,429.7560882,292.7690258
1851,River Park,1,354.3805693,227.2371421
1852,River Park,1,549.8993737,409.409531
1853,River Park,1,561.1792781,427.4119732
1854,River Park,1,640.3508601,508.6241604
1855,River Park,1,702.2643407,567.9566832
1856,River Park,1,722.7861218,596.3107877
1857,River Park,1,524.3812309,381.9583439
1858,River Park,1,811.8663282,670.7983093
1859,River Park,1,532.8917731,400.4528402
1860,River Park,1,453.9996345,314.4200752
1861,River Park,1,710.3453536,581.4779184
1862,River Park,1,576.3283077,429.0007542
1863,River Park,1,771.6185209,633.5738115
1864,River Park,1,505.4714489,351.6525092
1865,River Park,1,402.3371288,286.0887925
1866,River Park,1,217.1053886,84.97625236
1867,River Park,1,601.0297973,467.9687615
1868,River Park,1,378.7873417,239.7170315
1869,River Park,1,642.7038891,505.0551193
1870,River Park,1,529.984035,377.0704307
1871,River Park,1,582.8652417,447.0774364
1872,River Park,1,701.9959865,563.4601605
1873,River Park,1,509.2025432,378.5251317
1874,River Park,1,442.7699621,301.9606638
1875,River Park,1,477.2362494,345.6064592
1876,River Park,1,671.0530659,538.6292296
1877,River Park,1,440.7821443,322.4766341
1878,River Park,1,485.6734579,355.6587058
1879,River Park,1,551.4486749,426.1949774
1880,River Park,1,628.8117974,499.6999959
1881,River Park,1,631.5203849,489.2456551
1882,River Park,1,519.3577359,378.8982328
1883,River Park,1,626.3919402,489.4699858
1884,River Park,1,554.8989604,407.6084543
1885,River Park,1,337.0777443,212.278066
1886,River Park,1,782.6576721,646.989495
1887,River Park,1,232.548354,98.16029108
1888,River Park,1,638.8292572,506.3018315
1889,River Park,1,563.2501524,440.4090879
1890,River Park,1,515.4166409,377.0717992
1891,River Park,1,340.2900017,195.2468698
1892,River Park,1,472.9209841,343.8514087
1893,River Park,1,782.8505472,636.8545911
1894,River Park,1,497.4501099,360.7683609
1895,River Park,1,454.326995,320.0376763
1896,River Park,1,380.2456786,228.6765694
1897,River Park,1,357.6632217,222.2034366
1898,River Park,1,499.356132,375.4592687
1899,River Park,1,308.3416899,179.5305051
1900,River Park,1,683.4046725,554.1439022
1901,River Park,1,926.6740556,791.0815121
1902,River Park,1,731.7531543,601.1606989
1903,River Park,1,580.5653779,440.8703796
1904,River Park,1,724.1580126,603.6150746
1905,River Park,1,311.6153346,174.7180172
1906,River Park,1,598.9375458,481.1283555
1907,River Park,1,457.7268179,302.5848971
1908,River Park,1,504.9721326,365.3159403
1909,River Park,1,492.0783793,359.7306022
1910,River Park,1,544.265674,429.0779654
1911,River Park,1,526.0447228,381.914741
1912,River Park,1,194.0248377,61.49704377
1913,River Park,1,639.8664633,498.0136157
1914,River Park,1,535.1561858,392.9869157
1915,River Park,1,486.220754,361.4880338
1916,River Park,1,346.7858246,210.7430966
1917,River Park,1,408.4632668,261.9573093
1918,River Park,1,274.4547617,140.996225
1919,River Park,1,532.66491,401.7895487
1920,River Park,1,737.3515932,595.2091285
1921,River Park,1,460.9322381,322.9608611
1922,River Park,1,591.0732102,469.7588805
1923,River Park,1,289.5190563,152.5699271
1924,River Park,1,281.1198915,119.5628562
1925,River Park,1,377.535067,250.7748528
1926,River Park,1,620.160497,478.628004
1927,River Park,1,299.3247083,164.895635
1928,River Park,1,595.7897789,466.5370598
1929,River Park,1,479.1893743,321.0610025
1930,River Park,1,569.5435224,451.6524914
1931,River Park,1,356.1319835,240.5685899
1932,River Park,1,369.6511627,226.1242179
1933,River Park,1,416.3758569,291.0232161
1934,River Park,1,480.6933346,373.1073306
1935,River Park,1,243.6904707,98.00143358
1936,River Park,1,592.5626632,465.5172553
1937,River Park,1,219.5455895,74.62826659
1938,River Park,1,449.7148308,308.6205614
1939,River Park,1,440.2694506,301.5983439
1940,River Park,1,406.7000421,269.9247926
1941,River Park,1,301.4241451,181.8092533
1942,River Park,1,452.1764104,328.7335808
1943,River Park,1,495.4367301,371.0330501
1944,River Park,1,373.3882323,242.9289219
1945,River Park,1,378.4135499,252.7296818
1946,River Park,1,332.8093276,196.0338753
1947,River Park,1,432.7268331,292.5817308
1948,River Park,1,444.105967,299.7698714
1949,River Park,1,724.922779,580.7163626
1950,River Park,1,319.1478283,193.0397903
1951,River Park,1,489.1723409,349.2541056
1952,River Park,1,449.3797098,302.4481553
1953,River Park,1,525.9292131,407.1135323
1954,River Park,1,412.4623196,293.3583193
1955,River Park,1,632.4241084,509.0391082
1956,River Park,1,256.5376032,120.6734058
1957,River Park,1,455.0860609,303.5283917
1958,River Park,1,515.911325,390.2417163
1959,River Park,1,670.3795069,536.855716
1960,River Park,1,478.3299328,336.9137721
1961,River Park,1,586.4894584,452.1605813
1962,River Park,1,571.9450932,433.248092
1963,River Park,1,334.9630874,210.3588727
1964,River Park,1,499.4355853,351.1138748
1965,River Park,1,491.95682,369.282848
1966,River Park,1,679.9405783,541.3443929
1967,River Park,1,547.8831459,419.3645907
1968,River Park,1,555.5903324,413.129635
1969,River Park,1,783.5402128,655.1167972
1970,River Park,1,574.4447169,423.4267943
1971,River Park,1,566.3721617,420.7583363
1972,River Park,1,591.7523938,469.9810994
1973,River Park,1,944.2063358,783.2965124
1974,River Park,1,656.2232451,528.1343388
1975,River Park,1,482.7654268,347.9008185
1976,River Park,1,420.3570494,273.0794228
1977,River Park,1,565.5578076,425.0309624
1978,River Park,1,533.226302,400.8395657
1979,River Park,1,236.5562984,99.81036096
1980,River Park,1,280.845343,150.3065348
1981,River Park,1,312.8425703,181.9268932
1982,River Park,1,724.1772363,611.8130427
1983,River Park,1,604.7506838,464.9405815
1984,River Park,1,159.4316919,30.13768529
1985,River Park,1,582.0547379,444.8223134
1986,River Park,1,521.5747907,373.2055696
1987,River Park,1,393.5609337,262.5440773
1988,River Park,1,400.3216943,248.6767884
1989,River Park,1,321.6462085,194.2651698
1990,River Park,1,641.3942012,507.2032906
1991,River Park,1,425.4597992,296.7825034
1992,River Park,1,492.1598978,348.1221439
1993,River Park,1,520.0242151,381.5884221
1994,River Park,1,592.2500415,447.0577681
1995,River Park,1,452.9885095,328.3488107
1996,River Park,1,430.9085874,281.3638845
1997,River Park,1,550.9176373,424.2185257
1998,River Park,1,335.2581858,203.1911448
1999,River Park,1,477.9207718,351.9506602
2000,River Park,1,538.0221844,405.5700848
2001,River Park,1,949.5867101,823.0165808
2002,River Park,1,470.3113926,333.7741451
2003,River Park,1,253.2896399,108.635931
2004,River Park,1,210.9942584,55.4189465
2005,River Park,1,238.2287504,118.979075
2006,River Park,1,566.8757343,444.7172878
2007,River Park,1,489.1695119,336.5576581
2008,River Park,1,401.8858865,277.7883165
2009,River Park,1,394.7041915,254.0222567
2010,River Park,1,594.7350552,464.9063307
2011,River Park,1,190.3738523,50.17755452
2012,River Park,1,624.226465,505.3307001
2013,River Park,1,579.3944017,457.7904023
2014,River Park,1,381.4906219,257.8621623
2015,River Park,1,497.3378103,357.8474227
2016,River Park,1,645.9650321,507.4872426
2017,River Park,1,784.6372643,651.2670585
2018,River Park,1,735.3455591,595.2009326
2019,River Park,1,567.6600819,421.0860316
2020,River Park,1,479.8290135,342.9107786
2021,River Park,1,580.3241885,434.6561058
2022,River Park,1,473.2833335,341.5639322
2023,River Park,1,281.5614372,141.9256889
2024,River Park,1,638.6215224,500.3878659
2025,River Park,1,616.1988164,464.5553925
2026,River Park,1,701.1505621,583.2300474
2027,River Park,1,761.9838934,625.6979118
2028,River Park,1,732.7786907,594.9771377
2029,River Park,1,550.3973558,427.1446666
2030,River Park,1,506.5318593,361.4750359
2031,River Park,1,698.3075085,556.0371026
2032,River Park,1,450.0705591,322.265252
2033,River Park,1,394.8408203,268.0541494
2034,River Park,1,453.4860822,301.3493467
2035,River Park,1,524.0756433,390.1713941
2036,River Park,1,569.701553,436.4731277
2037,River Park,1,331.1515025,197.8877473
2038,River Park,1,691.677683,567.3416431
2039,River Park,1,705.67119,556.6847371
2040,River Park,1,734.4607404,595.5003772
2041,River Park,1,248.4607146,99.54108251
2042,River Park,1,450.0238048,312.9725627
2043,River Park,1,450.5628701,303.8265087
2044,River Park,1,444.3252923,306.8655283
2045,River Park,1,427.2951572,295.0742758
2046,River Park,1,427.9984498,299.2303258
2047,River Park,1,286.41629,149.6575296
2048,River Park,1,427.5764681,292.7394316
2049,River Park,1,462.1945335,326.6662915
2050,River Park,1,541.0475165,402.0144773
2051,River Park,1,602.8464284,467.9568312
2052,River Park,1,655.6810399,505.1846064
2053,River Park,1,461.8772342,312.8950597
2054,River Park,1,518.3822983,380.2538829
2055,River Park,1,862.3551293,709.8537534
2056,River Park,1,442.7198816,313.480204
2057,River Park,1,623.0644859,474.2629713
2058,River Park,1,407.2483009,271.2262154
2059,River Park,1,591.8053352,455.7584914
2060,River Park,1,593.8275232,477.1405002
2061,River Park,1,374.268602,229.5867781
2062,River Park,1,665.7787016,518.1220267
2063,River Park,1,680.8607604,562.1245212
2064,River Park,1,644.4200577,491.536888
2065,River Park,1,16.78820837,0
2066,River Park,1,533.5739868,408.7443808
2067,River Park,1,739.9824688,604.9254605
2068,River Park,1,486.3025883,352.689475
2069,River Park,1,413.2782501,291.0115115
2070,River Park,1,488.8558097,359.3777548
2071,River Park,1,74.54410255,0
2072,River Park,1,341.2554363,208.0082806
2073,River Park,1,498.9116701,355.9218481
2074,River Park,1,637.2990081,509.2345713
2075,River Park,1,543.8166302,410.1770663
2076,River Park,1,608.2019452,473.2199533
2077,River Park,1,277.1848548,123.197702
2078,River Park,1,734.8655981,605.4199959
2079,River Park,1,690.5714371,558.6632508
2080,River Park,1,604.5840097,454.2353709
2081,River Park,1,486.0592513,343.6849092
2082,River Park,1,641.2370661,500.6528648
2083,River Park,1,338.9871113,210.1015645
2084,River Park,1,380.2680429,229.5826393
2085,River Park,1,177.710728,29.93228879
2086,River Park,1,540.9894838,410.1932869
2087,River Park,1,165.1014925,30.34653426
2088,River Park,1,508.3499312,369.9183894
2089,River Park,1,848.2010884,715.9080449
2090,River Park,1,630.4365131,492.919771
2091,River Park,1,665.272944,512.0992349
2092,River Park,1,604.2891739,457.3180357
2093,River Park,1,383.0633216,252.9253225
2094,River Park,1,645.6123465,499.0000336
2095,River Park,1,441.4912121,320.9548934
2096,River Park,1,232.3008417,112.1284471
2097,River Park,1,495.0294724,345.3205691
2098,River Park,1,244.4920436,119.9914489
2099,River Park,1,353.9764339,220.3209531
2100,River Park,1,419.0967984,286.6291931
2101,River Park,1,1043.959214,909.7619253
2102,River Park,1,651.0463598,519.6472701
2103,River Park,1,502.1891232,363.1973455
2104,River Park,1,371.4332362,230.7420181
2105,River Park,1,416.9210849,299.3744939
2106,River Park,1,425.7163571,281.9783928
2107,River Park,1,460.2331563,318.2208046
2108,River Park,1,592.9483962,446.776608
2109,River Park,1,448.8673896,316.671922
2110,River Park,1,461.080016,319.7989073
2111,River Park,1,589.7120583,455.6298985
2112,River Park,1,381.5918568,249.7032815
2113,River Park,1,407.8993629,297.5955429
2114,River Park,1,490.607482,342.7250648
2115,River Park,1,397.2183548,274.3132389
2116,River Park,1,413.0299143,279.3017409
2117,River Park,1,465.8891839,318.6983007
2118,River Park,1,379.7108825,264.1850382
2119,River Park,1,417.6982262,296.576722
2120,River Park,1,320.604594,190.6276559
2121,River Park,1,568.3377476,451.8715623
2122,River Park,1,441.6154441,310.0060473
2123,River Park,1,631.8399805,493.9291624
2124,River Park,1,575.9432299,450.7277244
2125,River Park,1,505.180198,382.8890089
2126,River Park,1,459.8726695,306.5900283
2127,River Park,1,603.408912,472.2576477
2128,River Park,1,622.3196477,498.0413999
2129,River Park,1,583.5062841,453.933722
2130,River Park,1,561.242865,423.2959098
2131,River Park,1,164.8098787,24.26844227
2132,River Park,1,529.9094632,391.527191
2133,River Park,1,299.2556942,166.1023434
2134,River Park,1,523.4051566,385.2220223
2135,River Park,1,412.8750137,278.8764328
2136,River Park,1,496.1740931,367.1220564
2137,River Park,1,254.9871169,127.4526549
2138,River Park,1,487.346122,350.849868
2139,River Park,1,739.9161161,595.4369998
2140,River Park,1,785.7747617,649.940944
2141,River Park,1,138.7040225,4.667984171
2142,River Park,1,263.8516624,108.100379
2143,River Park,1,218.8717078,64.85926815
2144,River Park,1,320.5555151,182.6747917
2145,River Park,1,823.8651199,680.9650616
2146,River Park,1,664.3304031,524.5997319
2147,River Park,1,695.5580776,553.7716397
2148,River Park,1,659.2278322,502.7099189
2149,River Park,1,771.202081,633.4319629
2150,River Park,1,607.5634886,468.2706676
2151,River Park,1,778.3304814,639.9731834
2152,River Park,1,339.8747679,197.2986433
2153,River Park,1,350.1016109,229.0371663
2154,River Park,1,672.1924788,533.0609763
2155,River Park,1,565.7629787,423.801194
2156,River Park,1,642.5144765,508.5192007
2157,River Park,1,584.8643697,451.4122729
2158,River Park,1,441.3359461,310.4245184
2159,River Park,1,654.4444991,502.251267
2160,River Park,1,789.1591387,663.049968
2161,River Park,1,768.0611143,631.6472618
2162,River Park,1,304.8778672,171.7552658
2163,River Park,1,583.2015316,444.4050539
2164,River Park,1,513.8519537,374.3116121
2165,River Park,1,525.0649906,393.7725211
2166,River Park,1,484.6447709,352.4969681
2167,River Park,1,242.1494601,106.0987377
2168,River Park,1,561.6925869,432.4979738
2169,River Park,1,714.7592946,591.3903147
2170,River Park,1,757.4848604,613.2688196
2171,River Park,1,583.9898343,444.5463361
2172,River Park,1,401.5526133,264.9552122
2173,River Park,1,344.5475071,196.8507899
2174,River Park,1,420.2852027,294.3456701
2175,River Park,1,602.5025065,466.9478768
2176,River Park,1,476.6354991,329.7127535
2177,River Park,1,947.6324137,814.6924539
2178,River Park,1,471.7563081,334.4934144
2179,River Park,1,454.2139273,314.1135252
2180,River Park,1,480.9807526,338.5555741
2181,River Park,1,415.6159792,299.5060407
2182,River Park,1,639.1357736,516.4723091
2183,River Park,1,432.864181,292.1926627
2184,River Park,1,512.3556136,379.8882885
2185,River Park,1,389.717965,256.5252739
2186,River Park,1,87.72880214,0
2187,River Park,1,609.6395474,469.8164186
2188,River Park,1,535.6638757,417.5351069
2189,River Park,1,383.9844466,256.0548786
2190,River Park,1,716.4650129,587.7334442
2191,River Park,1,242.5655743,103.288545
2192,River Park,1,245.3080181,120.4524826
2193,River Park,1,408.9620532,280.8824558
2194,River Park,1,334.3496717,205.6382326
2195,River Park,1,630.4515953,488.0652771
2196,River Park,1,524.8945656,393.1570874
2197,River Park,1,526.4907836,390.0817851
